Species	6785	7135	5664	7296	6282	6733	6148	TC03G002530	AT5G08530	TC03G001430	5842	5913	5477	7583	TC00G083870	5449	5821	AT3G02760	6265	6620	6527	7021	TC05G005750	6274	6393	AT5G13030	NM_124699.3	5260	6859	7363	AT5G21070	6914	5816	5614	6363	5634	NM_179236.3	5335	4724	6398	TC09G026260	TC00G047210	AT3G59040	TC01G002420	6779	KT377118.1	KT377126.1	TC05G029300	5699	5034	6641	5116	5220	7141	TC02G009310	6238	6705	6563	6732	5536	5841	5870	4890	6299	5326	AT3G53700	TC08G013000	5772	5318	6782	6955	6004	4796	6954	5926	AT4G15420	6226	AT5G02860	5791	TC04G030490	AT4G00740	TC01G033670	6679	6056	5347	4757	AT3G46610	AT5G13520	5333	6198	5163	7111	7628	AT3G10150	AT3G56940	7136	TC02G004290	5328	5918	5703	6164	5090	5454	5273	7174	6533	AT4G33945	4802	AT5G55960	5339	5919	5366	6552	7367	6460	5981	5802	6459	6969	6098	6979	5857	5977	5489	6946	5936	6064	5355	6506	5463	5594	6387	6221	4793	6797	4942	6270	6913	6854	7128	TC04G019470	TC07G000920	TC06G006880	AT3G54690	5644	5968	AT3G04880	TC09G007890	5656	TC02G024400	5296	5733	6538	6933	TC01G007130	6227	6034	6457	6540	TC02G003180	5426	6958	6366	AT2G31240	5354	5849	6072	7194	5770	AT4G38890	KT377078.1	6041	6962	5206	6500	6550	5910	5942	5596	TC09G017950	6792	6860	AT3G54090	6110	TC01G021540	5865	AT1G52310	AT5G57930	6893	6150	6450	5945	AT1G02020	TC05G022880	TC01G032610	5162	5406	NM_113708.2	TC04G026920	6383	AT5G64370	KT377086.1	5940	6570	4992	AT5G50280	6048	6978	7336	TC09G010970	6531	TC09G009480	NM_001198514.1	NM_148067.4	TC05G027690	TC02G026940	KT377070.1	5941	5949	7028	KT377102.1	6130	6977	6483	6439	6036	6406	AT5G13630	6320	5427	5639	AT5G40440	4954	AT1G65380	AT3G56460	6051	5348	AT4G39520	AJ133743.1	TC04G028160	5428	7325	TC02G006310	5434	6947	5343	6909	AT3G26782	6379	6407	TC01G005310	6865	4951	6528	TC04G030670	5138	7572	AT5G13400	TC06G016050	5264	5531	6667	6875	AT2G35790	AT1G17160	4806	7024	6924	TC09G026350	TC09G025650	TC03G025580	6713	TC01G019250	TC06G020780	TC09G004790	5815	6492	TC05G003200	6882	6995	7331	TC03G023900	6639	TC05G024510	5859	6848	AT1G48520	6114	4932	7273	5980	6565	5104	6284	6412	5893	6825	6000	5064	5398	5464	6494	TC01G040040	6448	6488	KT377094.1	5421	5177	TC01G019030	AT2G33630	5716	6378	5271	6636	6532	5032	6507	5460	4848	5702	6139	6864	6631	7333	7371	6544	6557	7602	6050	6487	5866	6405	AT2G35130	TC03G010340	4744	6601	6175	6318	TC07G011130	5578	4889	7029	TC05G008010	5554	AT5G23940	5843	TC06G011670	TC09G034320	TC04G015820	4471	5960	7324	5123	5933	6401	7577	TC03G012430	AT2G01650	6119	TC02G023190	5188	6780	5599	5958	6447	6216	6791	6430	5990	AT3G24190	6420	AT1G63680	5513	6883	4691	5469	TC03G028600	5660	7241	7279	TC07G000500
FMN_104811_P009_WG02	72	189	252	0	165	0	144	945	1458	792	132	336	474	0	2583	540	0	2340	0	333	282	171	978	0	0	1437	156	0	0	0	519	375	261	0	0	0	1041	54	495	135	579	0	1032	1062	0	798	588	1689	291	0	303	219	297	0	687	117	228	513	0	0	372	228	0	0	729	819	990	0	285	255	267	663	0	0	246	1413	168	1626	117	981	1152	849	84	93	213	0	1659	1743	0	0	378	0	0	666	903	213	654	384	0	0	0	258	795	114	0	498	405	342	1890	441	582	69	0	0	642	0	0	315	0	1212	390	0	0	114	0	579	0	0	0	213	360	501	333	0	0	267	0	633	285	396	738	597	1317	663	354	0	918	1560	0	1215	0	0	0	0	1362	591	0	0	0	1032	1074	222	0	1521	0	171	0	0	0	1236	204	405	252	171	405	267	354	600	1647	1959	402	153	693	315	525	171	1080	834	0	0	0	426	1599	666	429	663	774	309	741	0	1035	666	0	510	468	2007	0	0	348	675	408	1296	2262	495	909	1353	645	378	0	0	270	192	0	0	432	750	0	3786	228	96	420	666	993	906	885	1092	0	636	996	870	0	0	459	981	0	711	381	1437	0	0	852	252	0	378	900	0	459	1857	801	660	324	318	1305	564	699	0	120	0	999	681	1521	0	1722	360	663	213	528	600	0	0	0	681	159	1635	621	210	693	0	636	0	396	0	0	714	0	192	0	270	0	792	180	438	969	78	0	204	72	0	792	1338	537	216	0	0	123	0	0	0	432	237	837	0	0	621	0	369	0	153	126	771	0	0	696	768	0	0	1152	0	561	204	0	0	1986	441	879	0	1104	1389	2049	120	0	420	120	432	0	0	1404	1395	723	723	0	0	0	360	0	111	0	0	162	702	339	2184	210	423	255	213	648	0	0	0	1311
FMN_104811_P009_WG03	72	210	135	0	135	0	153	885	1449	792	0	333	399	0	2559	465	0	2361	0	294	255	192	1020	0	0	837	156	0	0	0	516	192	243	141	0	0	1041	54	420	153	555	0	513	621	0	747	570	1692	291	0	336	174	297	0	687	339	228	513	0	0	372	180	0	0	696	882	426	0	141	255	327	489	0	0	201	825	168	1347	117	981	1131	786	0	93	219	177	1659	807	186	0	372	0	0	933	873	213	654	441	72	0	180	231	792	327	0	402	297	312	1923	357	642	69	0	0	606	0	198	381	0	1140	402	225	0	93	0	615	0	0	0	255	531	435	351	0	114	270	0	420	225	519	693	372	1317	663	354	90	912	1560	0	1140	0	0	0	0	1362	591	0	0	0	933	852	255	0	1521	0	171	0	0	0	837	207	441	213	222	474	267	342	600	1314	1959	327	147	1323	315	546	0	1134	834	0	0	0	390	1599	594	618	402	774	258	648	0	996	588	0	519	702	1281	0	0	0	537	303	822	1149	636	900	1350	594	306	0	216	270	150	0	117	432	654	0	3627	174	0	357	360	822	906	807	1056	0	558	1002	870	0	0	516	660	111	420	351	1437	0	0	810	246	0	378	612	0	486	1857	822	699	264	537	822	564	696	0	120	0	966	591	780	0	1722	363	705	243	414	600	0	0	84	681	252	1623	582	312	624	0	435	0	333	0	0	714	0	0	180	213	0	459	180	576	972	78	0	204	141	0	750	1272	414	189	0	0	96	0	0	0	555	324	321	0	0	573	0	378	0	258	126	573	0	0	696	717	0	132	1152	0	585	198	0	0	1965	504	861	0	1098	1065	1569	120	0	318	0	363	0	0	1137	1413	765	723	0	0	246	360	0	186	0	0	207	375	339	2103	264	201	279	153	648	0	0	0	1233
FMN_104811_P009_WG04	72	186	138	0	276	0	162	1029	1458	813	165	276	477	0	2499	558	0	2361	0	246	276	198	567	0	0	837	168	0	159	0	519	219	0	141	0	0	1371	54	432	153	579	0	615	1062	0	729	426	888	291	0	240	177	297	0	687	381	228	450	0	0	372	180	0	0	513	1272	990	0	141	255	285	423	84	321	135	1413	168	1254	120	954	1080	813	84	141	219	198	1659	1695	0	0	243	0	129	738	756	213	642	441	0	0	0	231	876	243	0	282	294	309	1908	243	585	69	0	0	624	153	267	309	0	1191	414	288	0	0	0	528	0	0	120	306	0	270	384	0	159	270	0	354	195	381	744	660	1317	603	207	90	918	1563	114	1215	0	0	0	0	1359	567	0	0	0	1029	759	276	0	1521	0	171	0	0	0	1089	162	408	0	171	549	267	354	600	1224	1959	441	252	693	321	378	114	1077	834	0	0	279	426	1632	669	399	387	510	306	798	0	996	615	147	519	525	1983	0	0	0	513	363	822	2271	495	849	1350	630	258	126	0	267	216	0	0	432	483	0	3666	228	156	357	384	987	906	807	1140	0	555	999	870	0	0	450	672	0	645	351	1437	0	0	822	153	0	378	741	0	570	1857	822	726	264	522	1305	558	699	0	0	228	966	597	1419	0	1719	0	657	180	384	597	0	0	120	681	123	1635	573	0	624	0	588	156	378	0	0	714	0	381	126	213	0	294	0	495	972	78	0	204	90	0	732	1272	378	165	0	0	210	0	0	87	486	261	390	0	0	636	0	375	0	312	126	564	0	0	699	783	0	177	1002	0	579	189	0	174	1974	483	897	0	1305	1389	2049	120	0	420	0	390	0	0	1401	1395	1341	723	204	0	0	360	0	84	0	0	207	702	339	2094	189	246	243	150	480	321	99	0	1194
FMN_104811_P009_WG05	0	159	0	0	0	0	0	558	624	813	0	0	204	0	2487	228	0	915	0	0	0	0	408	0	0	681	99	0	0	0	324	0	0	0	0	0	699	0	345	135	486	0	252	978	0	447	231	738	285	0	0	0	246	0	687	0	225	0	0	0	372	57	0	0	306	774	594	0	0	225	225	354	0	0	135	780	0	885	0	0	735	786	0	0	0	0	1353	1542	0	0	0	0	0	333	321	204	660	285	0	0	0	207	366	0	0	0	225	117	1749	0	582	0	0	0	426	0	0	0	0	930	0	0	0	0	0	93	0	0	0	0	213	207	162	0	0	0	0	117	189	0	660	291	1251	663	0	0	918	1548	0	1215	0	0	0	0	1362	273	0	0	0	936	447	0	0	1521	0	0	0	0	0	636	0	0	0	0	0	267	0	435	996	840	162	0	606	0	0	0	501	834	0	0	219	0	1404	486	414	0	285	279	0	0	579	162	0	309	0	726	0	0	0	513	0	822	1122	363	702	1086	549	0	0	0	267	0	0	0	156	480	0	2658	0	0	270	360	555	906	351	546	0	300	627	438	0	0	450	705	0	417	156	1377	0	0	462	0	0	249	324	0	408	1854	768	546	0	195	726	534	543	0	0	0	870	519	639	0	1722	195	522	129	282	537	0	0	0	609	0	1623	495	126	525	0	363	0	0	0	0	714	0	0	0	0	0	114	0	267	540	0	0	153	0	0	675	903	219	0	0	0	0	0	0	0	228	0	222	0	0	414	0	201	0	0	0	546	0	0	588	600	0	0	513	0	294	0	0	0	1971	186	861	0	843	774	795	0	0	330	0	138	0	0	1404	1395	180	714	0	0	0	360	0	0	0	0	0	375	336	1416	129	105	0	162	198	0	0	0	624
FMN_104811_P009_WG06	0	126	0	0	111	0	0	846	1233	792	0	246	399	0	2283	465	0	1044	0	0	177	159	429	0	0	837	99	0	0	0	324	192	210	0	0	0	1371	54	345	138	555	0	255	546	0	432	231	741	222	0	186	174	246	0	675	234	189	291	0	0	372	180	0	0	327	807	990	0	108	240	186	390	0	0	135	1188	168	1245	90	396	1056	783	84	93	0	0	1359	1542	0	0	159	0	0	435	705	210	654	339	0	0	0	249	600	114	0	234	297	117	1881	189	576	69	0	0	414	0	0	240	0	1002	228	0	0	93	0	228	0	0	0	159	252	204	150	0	0	120	0	369	195	171	738	276	1317	663	207	0	918	1548	0	1215	0	0	0	0	1353	321	0	0	0	936	753	117	0	1521	0	156	0	0	0	687	141	234	0	171	207	267	294	504	804	846	306	126	693	303	450	0	1002	834	0	0	0	192	1410	453	357	204	378	219	294	0	996	312	0	483	381	471	0	0	0	516	129	822	795	480	777	1350	537	285	0	0	267	150	0	0	270	480	0	2658	180	0	357	360	555	645	459	924	0	300	627	390	0	0	450	615	0	411	180	1437	0	0	627	147	0	297	603	0	459	1365	648	636	156	285	726	564	654	0	120	0	999	534	1419	0	1230	249	609	180	366	537	0	0	0	429	0	1635	405	126	624	0	363	0	291	0	0	714	0	192	0	153	0	201	141	267	747	78	78	204	72	0	420	1272	219	0	0	0	123	0	0	0	270	237	252	0	0	399	0	360	0	165	126	504	0	0	480	660	0	0	540	0	459	0	0	0	1971	201	861	0	858	474	861	120	0	402	0	132	0	0	813	1395	771	723	0	0	0	210	0	0	0	0	153	702	339	1101	132	183	255	162	237	0	0	0	840
FMN_104811_P009_WG07	0	333	135	0	276	0	105	888	1176	783	165	0	474	0	2577	465	0	2364	0	327	342	219	1113	0	0	1437	129	0	102	0	519	192	417	141	0	0	1371	0	543	153	579	0	1014	1062	0	798	549	1239	291	0	225	174	297	0	687	315	231	513	0	0	372	249	0	0	585	1272	990	0	159	255	201	510	0	0	150	1413	171	1485	117	1005	1152	900	0	93	219	177	1659	1833	261	0	276	0	249	993	960	213	654	432	84	0	345	231	825	312	0	234	384	348	1917	396	600	96	0	0	663	0	264	312	0	1068	360	288	0	0	0	624	0	0	0	306	477	372	390	0	180	270	0	624	234	411	777	615	1317	663	354	108	924	1563	159	1215	0	0	0	0	1368	591	0	0	0	1020	1059	192	0	1521	0	201	0	0	0	1311	333	381	228	180	483	267	345	600	1557	1959	438	180	1227	321	444	120	1503	834	0	123	0	426	1623	666	528	810	813	354	774	0	996	693	0	519	612	1284	0	0	195	618	363	1254	1149	591	840	942	630	351	0	216	270	252	132	117	357	1002	0	3630	327	234	462	360	993	906	807	1197	0	579	606	837	0	0	450	639	0	423	540	1437	0	0	765	246	0	396	669	0	618	1857	828	636	171	636	1305	564	657	105	117	195	999	660	1446	0	1722	594	660	174	387	600	0	0	105	672	279	1635	615	303	624	0	474	0	342	0	0	714	0	252	0	159	0	621	0	654	969	93	0	204	87	0	888	1386	438	162	0	0	93	0	0	0	408	321	459	0	0	696	0	618	0	228	0	597	0	201	696	789	117	0	1149	0	579	195	0	159	1971	504	894	0	990	1380	2049	120	0	420	0	528	0	0	1407	1395	756	720	174	0	0	360	0	165	0	0	0	930	339	2136	129	201	306	288	648	504	0	0	1338
FMN_104811_P009_WG09	0	225	198	0	135	0	144	930	1458	813	0	417	474	0	2541	465	0	2340	0	0	273	207	510	0	0	837	156	0	186	0	519	192	237	0	0	0	1041	54	489	153	579	0	699	1062	0	555	441	1815	291	0	294	174	297	0	360	429	228	513	0	0	372	180	0	0	732	1272	990	0	174	255	318	504	0	0	177	1188	168	1380	117	888	1146	786	0	93	219	165	1659	1656	0	0	225	0	0	792	816	399	654	441	0	0	0	237	798	114	0	294	321	276	1938	279	585	69	0	0	561	0	0	372	0	1143	717	288	0	114	0	750	0	0	0	228	546	294	264	0	0	255	0	414	225	291	681	738	1299	663	354	90	912	1563	0	1215	0	0	0	0	1362	591	0	0	0	1032	909	198	0	1521	0	171	0	0	0	858	204	342	186	222	483	267	351	558	1257	1959	372	234	693	342	504	0	1503	834	0	0	0	279	1599	513	495	363	510	324	618	0	996	585	183	519	381	1281	0	0	195	516	375	822	1149	495	909	1353	630	252	0	0	267	186	0	0	432	663	0	3645	228	150	357	570	993	906	807	1017	0	546	993	870	0	0	450	990	0	423	351	1437	0	0	702	246	0	378	645	0	564	1857	801	708	249	570	1305	564	726	0	120	0	999	576	732	0	1722	447	663	180	396	600	0	0	99	681	123	1635	621	252	624	0	414	0	375	0	0	714	0	291	0	213	0	507	141	414	969	78	0	204	81	0	915	1302	432	0	0	0	123	0	0	0	369	294	396	0	0	636	0	378	0	0	126	561	0	0	696	768	0	0	1149	0	582	207	0	0	1968	468	894	0	915	1389	2043	120	0	324	0	297	0	0	1404	1395	666	723	0	0	0	360	0	111	0	0	207	702	339	2004	210	330	255	339	648	0	207	0	1233
FMN_104811_P009_WG10	0	150	189	0	198	0	0	384	1077	792	114	0	399	0	2412	465	0	1071	0	321	177	159	354	0	0	588	108	0	0	0	324	192	0	0	0	0	876	54	387	153	576	255	255	1062	0	591	231	735	291	0	186	174	264	0	675	261	267	327	0	0	372	180	0	0	492	855	675	0	138	186	0	432	0	0	162	1188	159	1212	117	399	1074	786	0	93	219	0	1353	1605	0	0	204	0	0	339	753	213	651	411	0	0	0	231	318	114	0	297	297	84	1728	198	582	69	0	0	459	0	126	234	0	1002	327	258	0	0	0	228	0	0	0	159	243	0	192	0	0	216	0	375	195	210	615	222	1299	603	207	0	894	1560	0	1218	0	0	0	0	1227	591	0	0	0	978	735	117	0	1521	0	171	0	0	0	681	141	309	117	171	249	267	207	483	1128	879	306	147	693	0	450	0	576	834	0	0	0	234	1443	483	369	345	432	219	774	0	594	318	0	519	237	903	0	0	0	516	207	822	981	480	822	1353	549	0	0	0	267	150	0	0	249	483	0	2658	114	138	357	360	555	906	456	921	0	456	999	408	0	0	450	501	111	423	180	1146	0	0	708	153	0	375	612	0	417	1854	738	660	129	285	723	564	699	0	0	0	999	564	729	0	1593	249	645	180	387	600	0	0	0	609	0	1632	534	0	624	0	363	0	228	0	0	714	0	0	0	210	0	396	141	375	936	78	0	204	0	0	342	1272	219	0	0	0	123	0	0	0	300	240	282	0	0	510	0	303	0	0	0	417	0	0	588	651	0	0	1014	0	465	171	0	0	1965	285	861	0	801	1389	1341	123	0	198	0	162	0	0	1404	1395	483	741	0	0	0	360	0	0	0	0	0	702	291	1983	129	201	0	150	648	0	0	0	1098
FMN_104811_P009_WG11	0	126	0	0	0	0	0	633	1452	792	0	0	399	0	1758	249	0	1074	0	0	177	159	387	0	0	837	99	0	0	0	324	192	0	0	0	0	1371	54	348	135	486	0	258	1023	0	501	231	888	0	0	180	174	255	0	687	0	201	192	0	0	366	180	0	0	447	399	594	0	144	165	0	258	0	0	135	1053	0	843	72	360	1056	786	0	0	0	0	1320	1215	0	0	141	0	0	279	483	141	654	306	0	0	0	129	258	0	0	135	294	84	1716	189	495	66	0	0	420	0	0	252	0	642	0	0	0	0	0	228	0	0	0	156	0	0	0	0	0	177	0	231	195	87	495	207	1209	603	207	0	840	1422	0	900	0	0	0	0	1230	273	0	0	0	936	726	0	0	1521	0	171	0	0	0	678	168	111	0	171	204	261	0	357	1026	876	183	0	588	0	372	0	576	1173	0	0	0	90	1410	411	381	0	285	222	264	0	603	312	0	465	342	723	0	0	0	516	129	822	1122	354	456	1359	516	0	0	0	228	0	0	0	126	483	0	2286	129	0	273	360	555	906	312	540	0	312	1002	240	0	0	450	546	0	411	126	1149	0	0	519	99	0	207	549	0	270	1188	714	378	0	285	726	558	681	0	0	0	876	480	621	0	1584	0	609	129	192	600	0	0	0	480	0	948	315	123	609	0	363	0	228	0	0	714	0	0	0	84	165	198	141	279	684	78	0	204	0	0	279	972	168	0	0	0	93	0	0	0	261	213	246	0	0	222	0	258	0	0	0	486	0	0	288	480	0	0	750	0	294	0	0	0	1200	198	894	0	843	924	918	120	0	174	0	0	0	0	1395	1167	435	720	0	0	0	165	0	0	0	0	0	375	249	1992	0	0	0	150	240	0	0	0	876
FMN_104811_P009_WH11	0	207	0	0	0	0	162	1050	1455	801	0	0	474	0	2574	624	0	1287	0	435	309	159	1263	0	0	1437	168	0	0	0	525	213	0	0	0	0	1386	0	489	183	576	0	1092	1059	0	1035	429	1584	816	0	0	174	297	0	690	0	294	435	0	0	372	216	0	0	1314	1155	990	0	240	330	327	666	0	606	135	1152	0	1821	0	1152	1149	939	0	84	0	0	1407	1833	0	0	336	0	0	984	1068	210	675	441	0	0	351	135	528	0	0	0	708	348	1911	309	543	69	0	0	819	0	0	507	0	1215	777	0	0	0	0	951	0	0	0	384	648	0	279	0	0	417	0	450	225	387	777	690	1164	594	231	0	900	1332	204	1209	0	0	0	0	1170	591	0	0	0	936	900	0	0	1425	0	156	0	0	0	1194	165	456	0	279	0	267	690	600	1317	1968	441	0	765	342	510	372	861	834	0	0	0	195	1479	840	645	240	720	366	855	0	1062	723	0	519	450	2010	0	0	0	744	546	1431	2259	516	492	1359	630	591	0	0	273	0	0	0	432	1206	0	3804	0	0	594	690	993	858	915	1191	0	642	975	870	0	0	585	558	0	714	294	1437	0	0	852	279	0	423	1023	0	552	1806	828	1491	0	573	1311	558	816	0	0	0	1080	681	1662	0	1710	0	492	342	426	537	0	0	0	948	297	1632	621	0	630	0	651	0	372	0	0	714	420	357	0	279	0	567	0	495	1035	0	0	285	72	0	915	1431	588	0	0	0	210	0	0	0	702	0	645	0	0	747	0	276	0	0	0	1014	0	0	696	804	0	0	1146	0	573	0	0	0	1998	504	1293	0	1026	1296	2052	0	0	432	0	807	0	0	1137	1347	1143	1188	0	0	0	351	0	0	0	0	0	996	339	2184	129	423	0	540	648	504	0	0	1257
FMN_104811_P010_WA01	72	300	546	0	294	0	0	1080	1458	771	231	459	627	0	2577	930	0	2361	0	369	321	417	1179	216	0	1437	156	231	0	0	519	273	0	141	240	0	1494	213	528	378	576	0	1032	495	0	855	621	1761	378	0	462	186	297	0	687	480	228	606	0	0	372	327	0	0	1509	1272	990	0	288	330	327	750	0	0	324	1413	198	1434	270	1032	1152	882	0	93	219	354	1659	1833	0	0	525	0	0	990	1092	213	660	441	198	0	345	483	1149	462	168	495	414	402	1938	447	642	69	0	0	807	306	267	477	0	1164	804	363	0	114	0	666	0	0	0	357	609	498	444	0	240	291	0	624	357	588	777	762	1317	837	354	0	888	1563	159	1218	0	0	0	0	1362	591	0	0	0	1032	975	318	0	1521	0	267	0	201	0	1317	318	531	252	336	657	267	354	600	1299	1959	441	264	1269	321	1179	0	1503	1167	0	0	384	780	1599	819	828	960	1545	354	999	102	996	720	0	519	648	1953	0	177	0	660	558	1296	2262	576	1011	1359	687	402	0	276	396	327	0	147	480	1065	0	3810	216	222	414	666	993	891	864	1197	0	705	1002	870	0	0	450	987	210	711	450	1437	0	0	885	363	0	384	1050	0	603	1857	825	1383	339	657	1305	564	726	0	159	0	1188	681	1572	0	1722	432	747	345	471	600	0	0	132	681	369	1635	621	270	624	0	744	0	432	0	0	714	0	0	0	609	0	621	228	1080	1035	165	0	285	276	0	921	1404	699	216	0	0	201	0	0	0	513	411	879	0	0	774	0	948	0	339	228	657	0	249	1191	846	0	210	1185	0	582	204	0	216	1965	504	876	0	1257	1389	2049	120	0	600	0	438	0	0	1404	1401	1407	1188	174	0	0	360	0	222	0	0	0	702	339	2175	264	207	423	501	648	0	0	0	1428
FMN_104811_P010_WB01	0	519	0	0	0	0	459	1098	1455	807	0	0	477	0	2568	594	276	1950	0	435	414	333	1260	0	0	1497	168	0	0	0	525	309	0	0	0	0	1359	0	690	357	579	0	1542	1476	0	1173	585	1509	735	0	372	351	297	0	945	207	294	609	0	0	603	291	0	0	1299	1272	1038	0	144	303	0	813	0	522	414	1413	0	1614	0	1281	1272	933	0	93	219	0	1407	1833	0	0	531	0	0	981	975	408	666	441	0	0	351	252	1173	0	0	762	858	405	1935	354	549	69	0	0	975	0	0	744	0	1176	804	285	0	0	0	969	0	0	0	222	429	780	522	0	0	648	0	816	288	627	777	1305	1164	969	354	0	879	1335	276	1239	0	0	0	0	1359	591	0	0	0	795	1137	0	0	1719	0	342	0	0	0	1344	348	987	0	396	513	336	717	600	1488	1956	507	402	1308	342	618	81	1269	834	0	0	0	426	1479	909	852	354	1077	354	963	0	1104	669	0	519	723	1992	0	306	0	819	546	1428	2133	732	1341	1359	606	636	0	0	378	0	0	0	495	1374	0	3717	0	330	597	885	1044	936	930	1194	0	657	984	870	0	0	585	654	0	747	489	1437	0	0	1134	363	0	426	1083	0	609	1806	828	1707	0	819	1311	558	990	0	0	294	1332	681	1950	0	1698	1596	624	330	528	537	0	0	0	1032	486	1632	615	402	684	0	699	0	498	0	0	1545	0	405	0	609	0	807	0	837	1257	0	0	360	141	0	954	1419	1212	0	0	0	252	0	0	0	888	324	921	0	0	756	0	483	0	165	0	1005	0	0	1191	1146	0	0	1206	0	561	201	0	210	1971	804	1269	0	1260	1389	2052	150	0	597	120	642	0	0	1137	1347	1647	1188	0	0	0	354	0	189	0	0	207	930	339	2133	267	483	255	693	648	504	0	0	1578
FMN_104811_P010_WB02	72	330	642	0	204	0	156	1053	1449	792	0	462	627	0	2580	531	0	2361	0	438	453	510	1248	291	0	1440	156	0	0	0	519	384	294	363	324	0	1494	201	684	378	795	0	1032	654	0	906	684	1623	378	177	462	483	297	0	687	726	270	702	0	0	867	381	0	0	1509	1272	990	0	459	336	324	753	0	456	339	1413	198	1566	240	1089	1260	915	0	93	219	402	1659	792	0	0	291	0	0	978	1083	414	660	441	249	0	0	483	1014	510	459	495	711	480	1938	441	642	69	0	0	966	357	267	576	0	1164	816	288	0	0	0	975	0	0	0	441	648	423	435	0	570	456	0	813	444	1239	756	1305	1317	978	384	0	912	1563	195	1218	0	0	0	0	1362	591	0	0	0	1032	1380	501	0	1539	0	282	0	0	0	1308	351	987	294	378	735	267	354	600	1482	1959	459	264	1362	342	912	0	1503	1173	0	0	0	780	1599	822	780	681	1650	354	1005	99	1110	750	0	519	747	1953	0	0	234	732	588	1296	2262	822	1167	1359	816	477	0	249	411	354	132	117	504	1413	0	3774	345	0	582	768	1080	906	951	1197	0	726	1002	870	0	0	585	1053	210	711	510	1437	0	0	1089	363	0	384	1182	0	612	1857	792	1503	420	822	1293	564	726	0	159	0	1215	681	1845	0	1737	561	747	339	528	594	0	0	186	726	444	1635	630	399	843	0	657	0	555	0	0	1263	0	0	180	609	0	861	336	1119	1131	0	294	285	141	0	903	1431	663	441	0	0	249	0	0	0	771	300	924	0	0	747	0	786	0	336	135	1047	0	285	1191	945	0	234	1281	0	675	198	0	159	1965	549	957	0	1566	1389	2049	264	0	507	117	582	0	0	1404	1404	1407	1188	330	0	0	360	0	222	0	0	0	930	339	2247	306	423	474	627	648	0	0	0	1533
FMN_104811_P010_WB09	0	312	213	0	108	0	0	1047	1449	792	0	0	474	0	2580	486	0	2361	0	363	294	213	1263	0	0	1323	156	0	0	0	516	192	0	0	0	0	1353	0	438	153	576	0	615	495	0	678	684	1623	291	0	336	174	297	0	387	0	228	501	0	0	372	249	0	0	732	1272	990	0	207	288	324	669	0	0	156	1413	168	1617	87	1173	1149	786	0	93	219	0	1659	1728	0	0	306	0	0	762	1008	213	660	441	0	0	0	231	1101	114	0	372	330	159	1923	300	642	69	0	0	597	0	0	486	0	939	609	0	0	0	0	531	0	0	0	279	537	327	270	0	0	306	0	633	225	426	756	714	1188	603	354	0	900	1563	0	1218	0	0	0	0	1362	591	0	0	0	1029	921	0	0	1521	0	228	0	0	0	852	324	441	0	174	414	267	309	600	1080	1959	384	264	1362	0	504	0	1134	834	0	0	0	318	1599	699	759	0	798	354	684	0	924	636	0	519	522	1986	0	0	0	696	432	957	1143	495	909	1359	702	579	0	222	411	0	0	0	318	1020	0	3672	180	0	357	555	993	906	951	1068	0	474	993	870	0	0	486	999	0	477	351	1437	0	0	852	144	0	384	612	0	618	1857	801	1323	300	546	1305	564	726	0	0	0	930	681	1512	0	1737	366	660	264	417	600	0	0	0	681	0	1635	621	171	630	0	621	0	318	0	0	714	0	0	0	345	0	594	0	522	972	165	0	204	111	0	915	1431	360	0	0	0	138	0	0	0	522	324	414	0	0	771	0	633	0	0	126	1008	0	0	696	915	0	0	1200	0	468	126	0	159	1965	504	894	0	1107	1389	2049	120	0	459	0	282	0	0	1386	1404	663	1188	0	0	0	360	0	0	0	0	0	702	339	2175	129	201	0	498	648	0	0	0	1248
FMN_104811_P010_WE02	0	312	168	0	0	0	0	1068	1452	819	0	0	474	0	2586	660	0	2361	0	438	288	162	1215	0	0	1101	156	0	0	0	519	192	0	0	0	0	1494	0	591	141	660	0	519	495	0	909	558	1695	648	0	336	174	297	0	597	744	228	513	0	0	372	324	0	0	1320	1272	990	0	228	336	327	711	0	0	282	1413	168	1758	114	1053	1128	882	0	93	219	0	1659	1833	432	0	321	0	0	990	1074	213	660	441	0	0	351	258	1140	114	0	393	321	228	1947	366	642	69	0	0	684	0	0	690	0	1164	786	288	0	0	0	654	0	0	0	189	492	468	315	0	0	270	0	624	225	576	777	858	1296	978	315	0	915	1563	0	1215	0	0	0	0	1362	591	0	0	0	984	1113	0	0	1521	0	171	0	0	0	1242	318	477	0	171	273	267	354	600	1587	1968	384	231	1374	342	486	0	1503	834	0	0	0	402	1599	732	588	363	1347	354	744	0	996	654	0	519	585	1980	0	0	426	642	399	1431	2262	522	1038	1359	780	516	0	180	408	0	0	0	432	1389	0	3732	228	0	594	555	993	906	918	1197	0	573	993	870	0	0	450	1029	0	558	231	1437	0	0	852	279	0	384	1059	0	618	1857	804	1248	300	519	1305	564	726	0	0	0	981	681	1605	0	1722	672	663	264	387	600	0	0	126	747	0	1635	621	261	630	0	576	93	306	0	0	711	0	0	0	273	0	510	0	939	969	165	0	204	141	0	942	1434	420	0	0	0	123	0	0	0	747	417	336	0	0	771	0	897	0	663	0	1008	0	0	696	936	0	0	1221	0	579	204	0	159	1986	504	927	0	1194	1389	2049	120	0	582	0	465	0	0	1407	1413	1113	1188	174	0	0	360	0	0	0	0	0	930	339	2145	129	330	0	375	648	0	0	0	1392
